FZRZGH	FZRXM	XMMC
0006165412	汪琼	基于MOOCs等开放教育资源的教师培训设计研究
0006165412	汪琼	智慧校园建设规划研究及编制项目
0006165412	汪琼	微课教学年度报告2013
0006165412	汪琼	“教育信息化工作进展集中展示地理信息系统”2014年度审计建设
0006165412	汪琼	主题教学网站后台管理系统
0006165412	汪琼	MOOC教学设计理论、策略和方法研究
0006165412	汪琼	信息化时代背景下教师教育在线开放课程研究
0006165412	汪琼	专业课程与资源体系建设技术服务
0006165412	汪琼	幼儿园教师信息技术应用提升系列课程
0006165412	汪琼	农村中小学现代远程教育工程资源开发工作计划
0006165412	汪琼	全国中小学信息化设备和教学仪器管理信息系统
0006165415		赵斌98
0006165420	黄斐增	蒙特卡罗方法在外照射X（γ）射线放射治疗计划中的临床应用研究
0006165420	黄斐增	外照射X射线放射治疗的剂量学系统研究
0006165422	刘才山	复杂非线形力学系统的控制研究-刘才山协作
0006165422	刘才山	复杂非线形力学系统的控制研究-刘才山协作
0006165422	刘才山	多体系统多点碰撞问题的建模与仿真
0006165422		刘才山98
0006165422	刘才山	碰撞接触中的尺度缩放效应
0006165422	刘才山	散体介质冲击过程中的动力学波动效应?
0006165422	刘才山	复杂力学系统跨尺度耦合动力学问题研究
0006165422	刘才山	天线支撑07
0006165422	刘才山	天线XX力学性能分析与数值模拟
0006165422	刘才山	碰撞毁伤效果研究
0006165422	刘才山	刘才山机械臂柔性08
0006165422	刘才山	空间对接过程碰撞动力学研究
0006165422	刘才山	月壤接触撞击动力学建模技术研究
0006165422	刘才山	刘才山钻具试验研究15
0006165422	刘才山	分离过程仿真分析计算
0006165422	刘才山	刘才山上升器13
0006165422	刘才山	着陆冲击稳定性分析软件
0006165422	刘才山	表面张力贮箱推进剂管理系统研究
0006165422	刘才山	多体系统变结构动力学与稳定性研究
0006165422	刘才山	刘才山月壤试验09
0006165423	关贵海	中俄关系发展中期预测
0006165423	关贵海	关贵海美俄政府决策16
0006165423	关贵海	世界主要国家企业社会责任政策比较研究
0006165423	关贵海	上和发展战略稿费
0006165423	关贵海	机构编制执行情况评估研究
0006165424		熊跃根98
0006165424	熊跃根	国际及港澳台社会工作人才队伍现状与发展趋势专题研究
0006165424	熊跃根	包容性增长的社会基础与我国社会政策发展的研究
0006165424	熊跃根	新时期我国经济转型背景下社会体制与慈善事业发展研究
0006165424	熊跃根	《社会工作基本术语》专题研究与编撰
0006165424	熊跃根	中国适度普惠型社会福利理论和制度构建研究
0006165424	熊跃根	北京志愿服务手册项目
0006165433	侯玉敏	纳米尺度下电子奇偶宇称对超导材料物性的影响实验
0006165433	侯玉敏	基于表面等离激元磁共振的纳米器件的研究
0006165433	侯玉敏	双层互补强耦合金属光栅的表面等离激元光学新特性的研究和在拉曼增强方面的应用研究
0006165434	陈刚	北京大学与优衣库品牌研究项目
0006165434	陈刚	全景视觉APP实战营销
0006165434	陈刚	互联网媒体营销驱动力
0006165434	陈刚	国新办舆情监测项目
0006165434	陈刚	广告业发展“十二五”规划纲要
0006165434	陈刚	广告研究
0006165434	陈刚	中央电视台广告经营现状与未来发展
0006165434	陈刚	社会主义新农村建设与中央电视台的广告经营发展
0006165434	陈刚	中文国际频道科学编排与节目规划项目
0006165434	陈刚	2011PICC整合营销传播策略
0006165434	陈刚	中国机械工业集团有限公司品牌战略规划（2010-2015）
0006165434	陈刚	互联网营销传播大型项目
0006165434	陈刚	互联网营销传播研究
0006165434	陈刚	互联网营销传播大型项目
0006165434	陈刚	互联网营销
0006165434	陈刚	广告产业中国模式的理论建构研究
0006165434	陈  刚	互联网营销传播创意项目
0006165434	陈  刚	互联网营销传播创意项目
0006165434	陈  刚	《新知客》杂志读者调研项目
0006165434	陈  刚	北京大学新媒体营销传播研究中心研究项目
0006165434	陈  刚	电子杂志的广告价值研究
0006165434	陈  刚	《新知客》杂志读者调研
0006165434	陈刚	《广告研究》杂志
0006165434	陈刚	微博——社会化媒体影响力
0006165434	陈刚	中国4A十年蓝皮书
0006165434	陈刚	广告研究
0006165434	陈刚	优衣库品牌分析项目
0006165434	陈刚	百度moments
0006165434	陈刚	广告研究
0006165434	陈刚	广告大观理论版
0006165434	陈刚	《广告研究》2015
0006165434	陈刚	创意传播管理与广告公司的发展
0006165434	陈刚	中央电视台公益广告研究项目
0006165434	陈刚	广告研究
0006165434	陈刚	国新办高清媒资系统和网络平台规划
0006165434	陈刚	公司整合传播评估、调研及规划
0006165434	陈刚	互联网视频营销绿皮书
0006165434	陈刚	健全广告业统计指标体系 完善广告业统计制度
0006165434	陈刚	中国人寿企业文化和品牌建设基础研究
0006165434	陈刚	郎酒集团品牌建设案例研究
0006165434	陈刚	中国4A十年蓝皮书
0006165434	陈刚	今日头条指数研究
0006165434	陈刚	《广告研究》项目
0006165434	陈刚	《广告研究》项目
0006165434	陈刚	《广告研究》项目
0006165434	陈刚	大学生钟爱品牌大调查
0006165434	陈刚	互联网营销传播研究
0006165437	彭泗清	万达集团贵州丹寨包县扶贫项目案例分析
0006165437	彭泗清	家庭购买决策过程与机制研究: 基于“匹配”和“社会比较”的视角|彭泗清协作
0006165437	彭泗清	国家电网公司管理案例
0006165437	彭泗清	中国最受尊敬企业2010-彭泗清协作
0006165437	彭泗清	社会网络化时代品牌污名化的形成机制与应对策略：基于文化价值观和群际情感的研究
0006165437	彭泗清	贫富分化加剧下的"压力应对型"消费行为：类型、心理机制与影响
0006165437	彭泗清	消费者对品牌"民族性战略"的态度及其影响因素：一项基于文化取向品牌观的实证研究
0006165437		彭泗清98
0006165438	张亚文	铂系金属纳米晶体的结构调变及其结构敏感催化反应性
0006165438		张亚文98
0006165438	张亚文	铂基双金属纳米晶的形貌控制、电催化性质及第一性原理计算
0006165438	张亚文	分子固体的磁性及相关物理和化学性质研究-张亚文协作
0006165438	张亚文	复合金属氧化物催化材料的高通量制备与催化性能
0006165438	张亚文	贵金属原子层分散的铂基多金属纳米结构的构筑及其乙醇电催化氧化性能研究
0006165438	张亚文	无机化学
0006165438	张亚文	BNMLS运行
0006165438	张亚文	可控尺寸、形貌和组成的稀土掺杂氟化物纳米晶及其核壳结构的液相合成和光学性质
0006165438	张亚文	分子固体的磁性及相关物理和化学性质研究|张亚文协作
0006165438	张亚文	面向高效乙醇电氧化的铂基多金属纳米催化材料的活性结构调控和性能优化的研究
0006165448	王海峰	语言结构异态范畴的功能表现研究
0006165451	吴艳红	企业员工党建思想政治工作研究项目|吴艳红协作
0006165451	吴艳红	高新区社区认同机制与文化引领能力研究：以高新南区为例
0006165451	吴艳红	视觉信息处理基本机理-吴艳红协作
0006165451	吴艳红	儿童脑高级开发二级课题
0006165451	吴艳红	基于脑科学的教与学效能研究
0006165451	吴艳红	记忆的脑机制研究
0006165451	吴艳红	特定区域脑损伤病人的行为决策中情绪和认知整合的神经行为学研究
0006165451	吴艳红	功能磁共振结合行为学测试在评估1型神经纤维瘤认知障碍中的应用
0006165451	吴艳红	中国人自我结构与差序性道德认知特点及相关脑机制研究
0006165451	吴艳红	前反思自我加工的认知神经机制及其稳定性
0006165451	吴艳红	人类心理功能的演示及操作
0006165451	吴艳红	文化影响自我觉知的神经机制：听名范式的fMRI研究
0006165451	吴艳红	北大-大益2吴艳红16
0006165451	吴艳红	认知控制容量在人类智力能力中的重要作用：行为及神经机制的研究
0006165451	吴艳红	视觉信息处理基本机理研究-吴艳红协作
0006165451	吴艳红	群智化软件开发基本原理与技术体系研究
0006165451	吴艳红	国家队（射击、飞碟、射箭）正念训练项目|吴艳红协作
0006165454	传秀云	石墨层间化合物应用与性能测试
0006165454	传秀云	生物源的线状卡宾碳（carbyne)性状和新制备方法研
0006165454	传秀云	湖北昌利超硬材料有限公司石墨除硫研究
0006165454	传秀云	基于矿物纳米结构的多维石墨烯基多孔模板炭的调制机理
0006165454	传秀云	微生物与半导体矿物协同作用的精细过程及其环境功能-传秀云协作
0006165454	传秀云	几种天然特殊碳的结构、性状和形成机理研究
0006165454	传秀云	巴西钾长海绿石岩矿物学特征及分解提钾研究
0006165454	传秀云	巴西国际碳材料研究交流
0006165454		传秀云99
0006165454	传秀云	光电子在矿物与“光电能微生物”界面传递的动力学和分子生物学机制-传秀云协作
0006165454	传秀云	生物源线状、笼状碳的性质和微结构研究
0006165454	传秀云	天然纳米管状矿物对模板中孔炭结构调制机理研究
0006165454	传秀云	多孔矿物型材料的性能及其在石油和有机物污染应用基础研究
0006165454	传秀云	辽宁大石桥兴东硼矿电气石研究
0006165454	传秀云	钨矿资源勘查与开发信息监测与分析
0006165455	秦咏梅	棉纤维快速伸长期相关功能基因研究
0006165455	秦咏梅	两万个独立棉花cDNA的分离及基因芯片的构建与应用
0006165455	秦咏梅	转基因新技术新方法-秦咏梅协作
0006165455	秦咏梅	磷脂酰肌醇代谢途径调控棉花纤维顶端生长的分子机制研究
0006165455	秦咏梅	重要调控元件克隆和功能验证
0006165455	秦咏梅	转基因新技术新方法|秦咏梅协作
0006165455	秦咏梅	棉花纤维特异调控元件克隆和功能验证
0006165455	秦咏梅	通过代谢途径调控降低新疆棉花含糖量的研究与产业化
0006165455		秦咏梅99
0006165458	胡建英	抗生素类药物环境危害性评价的方法学研究
0006165458	胡建英	环境内分泌干扰物质的女性生殖毒理机制与健康影响研究
0006165458	胡建英	农产品食品接触材料危害因子安全控制技术研究与装备研发-胡建英协作
0006165458	胡建英	保障饮用水安全的高通量毒性物质甄别技术
0006165458	胡建英	饮用水及其净化技术安全性评价
0006165458	胡建英	生活垃圾焚烧厂排放污染物健康风险评价技术与工具研究
0006165458	胡建英	广州市水源和饮用水中umu致突变效应的调查分析
0006165458	胡建英	水样中藻毒素类物质分析测试
0006165458	胡建英	参加NSFC-JST联合结题会
0006165458	胡建英	重点流域水源污染特征及饮用水安全保障策略研究
0006165458	胡建英	土壤中四环素类及其降解产物的检测
0006165458	胡建英	土壤中四环素类及其降解产物的检测
0006165458	胡建英	环境介质遗传毒性效应及多环芳烃的检测
0006165458	胡建英	协议书
0006165458	胡建英	土壤中四环素类及其降解产物的检测
0006165458	胡建英	辽东湾梭鱼雌雄同体成因解析及其种群生态风险评价
